"product_id","code_retour","code_produit","quantite","descr_produit","description_retour","qte_inventaire","qte_detruite","taux_restock","poids","poids_produits","quantite_recue"
"569","5876","RGP2T","30","GRAISSE - PREMIUM GR_2 TUBES (430G)","PRODUITS LIVRÉS À LA MAUVAISE ADRESSE","0","30","0","0","33","0"
"570","5877","HT2180","1","GRAISSE - HT2 (180KG)","PRODUIT ENDOMMAGÉ DANS LE TRANSPORT","1","0","0","0","0","1"
"571","5878","MOLY425","1","MOLY+ AEROSOL 425G","PRODUIT DÉFECTUEUX","0","1","0","0","1","1"
"572","5878","MA340","1","MAXEP AEROSOL 340G","PRODUIT DÉFECTUEUX","0","1","0","0","1","1"
"573","5879","SW400","6","ANTI. WINTERGUARD EN AEROSOL 400G","PRODUITS REÇUS EN TROP","0","0","0","0","7","0"
"575","5880","EXPO_TENTE 10X20","1","TENTE 10X20",,"1","0","0","0","1","1"
"576","5880","EXPO_DRAPEAU","1","DRAPEAU SINTO (DRAPEAU & BATONS)",,"1","0","0","0","1","1"
"577","5880","EXPO_PIEDS DE DRAPEAU","1","PIEDS DE DRAPEAU (SEULEMENT)",,"1","0","0","0","1","1"
"578","5881","RG0T","10","GRAISSE - RG0 HIVER TUBES (400G)",,"0","10","0","0","11","0"
"579","5881","RG1T","3","GRAISSE - RG1 HIVER TUBES (425G)",NULL,"0","3","0","0","3","0"
"580","5882","L015-142","1","EMBOUT ROND ANTIROUILLE #28 - (PIS-KIT)","PRODUIT NON REÇU","0","1","0","0","0","0"
"581","5883","RG2180S","1","GRAISSE - RG2 (180KG)","NE VEUT PLUS LE PRODUIT","1","0","0.05","0","400","1"
"582","5884","POMPE_TRANSFERT","1","POMPE DE TRANSFERT (PRÊT)",,"1","0","0","0","40","1"
"583","5885","EXPO_DRAPEAU","1","DRAPEAU SINTO (DRAPEAU & BATONS)",,"1","0","0","0","1","1"
"584","5885","EXPO_PIEDS DE DRAPEAU","1","PIEDS DE DRAPEAU (SEULEMENT)",,"1","0","0","0","1","1"
"585","5886","TH18.9","1","HUILE TRANSHYDRAULIQUE  - 18.9L","PRODUIT ENDOMMAGÉ DANS LE TRANSPORT","0","1","0","0","42","0"
"586","5887","IP4","4","PERFORMA: HUILE 2 TEMPS SYN 4L","PRODUITS ENDOMMAGÉS","0","4","0","0","32","4"
"587","5888","IP8","2","PERFORMA: HUILE 2 TEMPS SYN 8L","PRODUITS MAL SCELLÉS","0","2","0","0","32","2"
"588","5889","MAX0W40S1","12","MAX4 0W40: HUILE 4 TEMPS SYN 1L","MAUVAIS FORMAT","0","0","0","0","24","0"
"589","5890","S2020N","1","S2000 NOIR: ANTI. POLYMERIC 20L","MAUVAIS PRODUIT REÇU","1","0","0","0","0","1"
"590","5891","RG1T","60","GRAISSE - RG1 HIVER TUBES (425G)","PRODUITS NON EXPÉDIÉS","0","0","0","0","66","0"
"591","5892","SYN100T","1","GRAISSE - SYN100% GR_2 (430 GR)","TUBE ENDOMMGÉ","0","1","0","0","1","0"
"592","5893","SYN100T","60","GRAISSE - SYN100% GR_2 (430 GR)","MAUVAISE ADRESSE EXPÉDITION","60","0","0","0","70","60"
"593","5893","MTAK400","36","MOLYTAK AEROSOL 400G","MAUVAISE ADRESSE EXPÉDITION","36","0","0","0","45","36"
"594","5893","MOLY425","12","MOLY+ AEROSOL 425G","MAUVAISE ADRESSE EXPÉDITION","12","0","0","0","15","12"
"595","5893","OC65","20","OCTANE 60ML","MAUVAISE ADRESSE EXPÉDITION","20","0","0","0","3","20"
"596","5894","OC65","20","OCTANE 60ML","MAUVAIS FORMAT REÇU","20","0","0","0","3","20"
"597","5895","DIA20017","2","GRAISSE INDUST. SYNTHETIQUE PAO DIAMOND 200(17KG)","LE CLIENT NE LES VEUT PLUS","2","0","0.05","0","80","2"
"598","5896","OC350","7","OCTANE 350ML","BOITE ENDOMMAGÉE DANS LE TRANSPORT","4","3","0","0","5","7"
"599","5896","PSAUT104","3","AUTOCOLLANT: LOGO 6""","BOITE ENDOMMAGÉE DANS LE TRANSPORT","3","0","0","0","0","3"
"601","5897","IP8","2","PERFORMA: HUILE 2 TEMPS SYN 8L","APRES 6 JOURS, LE COLIS N'EST PAS LIVRÉ ... PERDU ??","0","2","0","0","0","2"
"649","5898","BC390","12","BRAKE CLEANER 390G","PRODUITS DÉFECTUEUX","0","12","0","0","15","0"
"650","5899","OC350","2","OCTANE 350ML","PRODUITS MAL SCELLÉS","0","2","0","0","1","0"
"660","5900","IP400","2","PERFORMA: HUILE 2 TEMPS SYN 400ML","BOUTEILLE MAL SCELLEE","0","0","0","0","2","0"
"670","5901","CE1","12","CETANE 1L","PRODUITS ENDOMMAGÉS DANS LE TRANSPORT","0","12","0","0","24","12"
"671","5902","IP8","2","PERFORMA: HUILE 2 TEMPS SYN 8L","CAISSE ENDOMMAGÉS ET CONTENANT PERCÉ ???","0","2","0","0","32","2"
"672","5903","HD15W40S18.9","1","HUILE MOTEUR DIESEL SYN 15W40 18.9 L","MAUVAIS FORMAT REÇU","1","0","0","0","40","1"
"673","5904","RG2T","30","GRAISSE - RG2 TUBES (430G)","RETOUR PAR GLS PAR ERREUR","30","0","0","0","33","30"
"674","5905","DG1520","10","DG15: DEGRAISSEUR INDUSTRIEL 20L","LE CLIENT NE VEUT PLUS LE PRODUIT","10","0","0.2","0","380","10"
"676","5906","MOLY425","1","MOLY+ AEROSOL 425G","PRODUIT DÉFECTUEUX","0","1","0","0","1","1"
"679","5907","RG2T","30","GRAISSE - RG2 TUBES (430G)","MAUVAIS PRODUIT REÇU","0","0","0","0","33","0"
"687","5908","IP8","4","PERFORMA: HUILE 2 TEMPS SYN 8L","PERDUS PAR LE TRANSPORTEUR","0","0","0","0","64","0"
"688","5908","PSAUT104","3","AUTOCOLLANT: LOGO 6""",NULL,"0","0","0","0","0","0"
"701","5909","BC390","3","BRAKE CLEANER 390G","PRODUITS DÉFECTUEUX","0","3","0","0","3","3"
"702","5910","RG2T","30","GRAISSE - RG2 TUBES (430G)","AIR DANS LES TUBES","0","30","0","0","33","30"
"703","5910","RGP2T","1","GRAISSE - PREMIUM GR_2 TUBES (430G)",NULL,"1","0","0","0","1","1"
"717","5911","DG10205","1","DG10: DEGRAISSEUR INDUSTRIEL 205L","ERREUR DE L'EXPERT LORS DE LA PRISE DE COMMANDE","1","0","0.05","0","420","1"
"718","5912","IP1","1","PERFORMA: HUILE 2 TEMPS SYN 1L","BOUTEILLE MAL SCELLÉE","0","0","0","0","2","0"
"719","5913","POMPE_TRANSFERT","1","POMPE DE TRANSFERT (PRÊT)",,"1","0","0","0","40","1"
"730","5914","CE1","2","CETANE 1L","ITEMS MANQUANTS DANS LA BOITE","0","0","0","0","4","0"
"747","5915","RG2T","50","GRAISSE - RG2 TUBES (430G)","MAUVAIS PRODUITS REÇUS","50","0","0","0","0","50"
"766","5916","POMPE_TRANSFERT","1","POMPE DE TRANSFERT (PRÊT)",,"1","0","0","0","40","1"
"768","5917","CE1","12","CETANE 1L","PRODUITS ENDOMMAGÉS DANS LE TRANSPORT","0","12","0","0","24","12"
"770","5918","RG2T","120","GRAISSE - RG2 TUBES (430G)","PRODUITS JAMAIS LIVRÉS","120","0","0","0","132","120"
"775","5919","S2502T","20","GRAISSE - SIN 250 GR_2 TUBES (430G)","MAUVAIS PRODUIT REÇU","0","0","0","0","22","0"
"799","5920","GCA6818.9","4","LUBRIFIANT INDUSTRIEL GCA-68 18.9L","PRODUITS COMMANDÉS EN DOUBLE (LIVRAISON + COMMANDE)","4","0","0.05","0","160","4"
"800","5921","ATF1","1","ATF+: HUILE TRANSMISSION ATF+ 1L","PRODUIT MAL SCELLÉ","0","1","0","0","2","1"
"801","5922","RG2T","30","GRAISSE - RG2 TUBES (430G)","PRODUITS ENDOMMAGÉS DANS LE TRANSPORT","0","30","0","0","33","30"
"802","5923","DSP","1","DISTRIBUTEUR SAVON EN PÂTE","ITEM ENDOMMAGÉ DANS LE TRANSPORT","0","1","0","0","3","1"
"803","5924","S2020N","1","S2000 NOIR: ANTI. POLYMERIC 20L","L'EXPERT A CONVAINCU LE CLIENT DE PRENDRE UN AUTRE PRODUIT.","0","1","0","0","42","1"
"804","5925","IP20","1","PERFORMA: HUILE 2 TEMPS SYN 20L","ITEM PERDU PAR LE TRANSPORTEUR","0","1","0","0","42","1"
"805","5926","MAX20W50S4","4","MAX4 20W50: HUILE 4 TEMPS SYN 4L","MAUVAIS PRODUIT REÇU","4","0","0","0","33","4"
"811","5927","RG217","1","GRAISSE - RG2 (17KG)","MAUVAIS PRODUIT","0","0","0","0","40","0"
"812","5928","POMPE_TRANSFERT","1","POMPE DE TRANSFERT (PRÊT)",,"1","0","0","0","40","1"
"813","5929","MTAK400","24","MOLYTAK AEROSOL 400G","ERREUR DE COMMANDE","24","0","0.05","0","0","24"
"814","5930","SR281","2","ÉCHANTILLON 1L (SR28)","ENDOMMAGÉS DANS LE TRANSPORT","2","0","0","0","0","2"
"823","5931","EXPO_DRAPEAU","2","DRAPEAU SINTO (DRAPEAU & BATONS)",,"2","0","0","0","2","2"
"824","5931","EXPO_PIEDS DE DRAPEAU","2","PIEDS DE DRAPEAU (SEULEMENT)",,"2","0","0","0","2","2"
"826","5932","EXPO_TENTE 10X10","1","TENTE 10X10",,"1","0","0","0","1","1"
"843","5933","IP20","1","PERFORMA: HUILE 2 TEMPS SYN 20L",,"0","0","0","0","42","0"
"844","5933","CE1","24","CETANE 1L",NULL,"0","0","0","0","49","0"
"847","5934","MAX10W40S4","4","MAX4 10W40: HUILE 4 TEMPS SYN 4L","PRODUITS NON SCELLÉS ET MAL VISSÉ","4","0","0","0","33","4"
"850","5935","S1004B","2","S1000 BLEU: ANTIROUILLE HUILE 4L","ERREUR DE PRODUIT","0","0","0","0","16","0"
"861","5936","HD10W30S18.9","2","HUILE MOTEUR DIESEL SYN 10W30 18.9L","LE CLIENT NE LES VEUT PLUS","2","0","0.05","0","80","2"
"864","5937","MA340","3","MAXEP AEROSOL 340G","MAUVAIS PRODUIT REÇU","0","0","0","0","3","0"
"865","5938","POMPE_TRANSFERT","1","POMPE DE TRANSFERT (PRÊT)",,"1","0","0","0","40","1"
"866","5939","GB7514018.9","3","GEARBOX XT: HUILE ENGR. SYN 75W140 18.9L","LE CLIENT A CHANGÉ D'IDÉE - NE LES VEUT PLUS","3","0","0.05","0","126","3"
"867","5940","RG2T","10","GRAISSE - RG2 TUBES (430G)","PRODUITS ENDOMMAGÉS","0","0","0","0","11","0"
"868","5941","MA340","1","MAXEP AEROSOL 340G","PRODUIT DÉFECTUEUX","0","1","0","0","1","0"
"869","5942","RG0T","30","GRAISSE - RG0 HIVER TUBES (400G)","MAUVAIS PRODUIT REÇU","0","0","0","0","33","0"
"872","5943","DG1520","2","DG15: DEGRAISSEUR INDUSTRIEL 20L","PRODUITS JAMAIS LIVRÉS","0","2","0","0","76","0"
"873","5944","BC390","5","BRAKE CLEANER 390G","PRODUITS DÉFECTUEUX ","0","0","0","0","6","0"
"874","5945","PVTUQ271","1","TUQUE: SINTO (POMPON)","MAUVAIS PRODUIT REÇU","0","1","0","0","0","0"
"875","5946","CE1","11","CETANE 1L","PRODUITS NON EXPÉDIÉS","0","0","0","0","22","0"
"877","5947","BC390","6","BRAKE CLEANER 390G","PRODUITS DEFECTUEUX","0","0","0","0","7","0"
"878","5948","CE1","1","CETANE 1L","PRODUIT MAL VISSÉ","0","1","0","0","2","0"
"879","5949","RGP1T","60","GRAISSE - PREMIUM GR_1 TUBES (410G)","SURPLUS D'INVENTAIRE","60","0","0.05","0","66","60"
"880","5950","OC350","18","OCTANE 350ML","ERREUR DE COMMANDE DU CLIENT","18","0","0.05","0","14","18"
"881","5950","IP1","12","PERFORMA: HUILE 2 TEMPS SYN 1L","ERREUR DE COMMANDE DU CLIENT","12","0","0.05","0","24","12"
"882","5951","MOLY425","7","MOLY+ AEROSOL 425G","NE VEUT PLUS CE PRODUIT","7","0","0","0","8","7"
"883","5952","POMPE_TRANSFERT","1","POMPE DE TRANSFERT (PRÊT)",,"1","0","0","0","40","1"
"884","5953","MA340","1","MAXEP AEROSOL 340G","PRODUIT NON REÇU","0","0","0","0","1","0"
"885","5954","SR281","1","ÉCHANTILLON 1L (SR28)","BOUCHON MAL VISSÉ","0","0","0","0","0","0"
"886","5955","VPS","1","VENTES DE PRODUITS (DIVERS)","KIOSQUE, PRODUITS & ARTICLES PROMO","1","0","0","0","0","1"
"887","5956","VPS","1","VENTES DE PRODUITS (DIVERS)","KIOSQUE, PRODUITS & ARTICLES PROMO","1","0","0","0","0","1"
"895","5957","BC390","3","BRAKE CLEANER 390G","PRODUIT DÉFECTUEUX","0","3","0","0","0","0"
"896","5958","DG520","2","DG5: DEGRAISSEUR BIO 20L","MAUVAIS PRODUIT COMMANDÉ","2","0","0.05","0","0","2"
"897","5959","POMPE_TRANSFERT","1","POMPE DE TRANSFERT (PRÊT)",,"1","0","0","0","40","1"
"898","5960","IP200","18","PERFORMA: HUILE 2 TEMPS SYN 200ML","BOUTEILLES MAL SCELLÉES","0","18","0","0","10","0"
"899","5961","ST809018.9","1","SYNTOP: HUILE ENGRENAGE SYN 80W90 18.9L","PRÉSENCE DE PLASTIQUE DANS LA CHAUDIÈRE","0","1","0","0","42","1"
"900","5962","POMPE_TRANSFERT","1","POMPE DE TRANSFERT (PRÊT)",,"1","0","0","0","0","1"
"901","5963","MAX5W40VTTS4","8","MAX4 5W40 VTT:HUILE 4 TEMPS SYN 4L","ERREUR DE SYSTÈME ","8","0","0","0","0","8"
"902","5964","DIA200T","10","GRAISSE INDUST. SYNTHETIQUE PAO DIAMOND 200(400G)","PRODUIT ENDOMMAGÉ DANS LE TRANSPORT","0","10","0","0","0","10"
"903","5964","MOLY500","6","MOLY LIQUIDE 500ML","PRODUIT ENDOMMAGÉ DANS LE TRANSPORT","0","6","0","0",NULL,"6"
"904","5964","CE1","6","CETANE 1L","PRODUIT ENDOMMAGÉ DANS LE TRANSPORT","0","6","0","0",NULL,"6"
"905","5965","MAX5W40VTTS1","24","MAX4 5W40 VTT:HUILE 4 TEMPS SYN 1L",,"24","0","0","0","49","24"
"906","5965","MAX5W403RS1","36","MAX4 5W40 3R:HUILE 4 TEMPS SYN 1L",NULL,"36","0","0","0","74","36"
"907","5965","MAX20W50M1","12","MAX4 20W50: HUILE 4 TEMPS MIN 1L",NULL,"12","0","0","0","26","12"
"908","5965","MAX5W40S20","2","MAX4 5W40: HUILE 4 TEMPS SYN 20L",NULL,"2","0","0","0","80","2"
"909","5965","GCA6818.9","2","LUBRIFIANT INDUSTRIEL GCA-68 18.9L",NULL,"2","0","0","0","480","2"
"910","5965","IP205","1","PERFORMA: HUILE 2 TEMPS SYN 205L",NULL,"1","0","0","0","420","1"
"911","5966","IP200","6","PERFORMA: HUILE 2 TEMPS SYN 200ML","BOUCHONS MAL VISSÉS","0","6","0","0","2","0"
"912","5967","RG2T","30","GRAISSE - RG2 TUBES (430G)","MAUVAIS PRODUIT REÇU","30","0","0","0","61","30"
"913","5968","RGP255","1","GRAISSE - PREMIUM GR_2 (55KG)","SURPLUS D'INVENTAIRE","1","0","0.05","0","130","1"
"914","5969","POMPE_TRANSFERT","1","POMPE DE TRANSFERT (PRÊT)",,"1","0","0","0","40","1"
"915","5970","RG2T","30","GRAISSE - RG2 TUBES (430G)","MAUVAIS PRODUIT REÇU","0","0","0","0","33","0"
"917","5971","RG1T","2","GRAISSE - RG1 HIVER TUBES (425G)","ENDOMMAGÉ DANS LE TRANSPORT","0","2","0","0","2","0"
"918","5972","DIA200T","10","GRAISSE INDUST. SYNTHETIQUE PAO DIAMOND 200(400G)","PRODUIT DÉFECTUEUX","0","0","0","0","11","0"
"919","5973","BC390","2","BRAKE CLEANER 390G","PRODUIT DÉFECTUEUX","0","0","0","0","2","0"
"920","5974","OC350","1","OCTANE 350ML","PRODUIT MANQUANT","0","0","0","0","0","0"
"921","5975","RGP155","1","GRAISSE - PREMIUM GR_1 (55KG)","MAUVAIS PRODUIT COMMANDÉ","1","0","0","0","130","1"
"922","5976","MAX5W40VTTS48","8","MAX4 5W40 VTT:HUILE 4 TEMPS SYN 4L","PRODUIT ENBOMMAGÉS DANS LE TRANSPORT","0","8","0","0","0","7"
"923","5977","BC390","12","BRAKE CLEANER 390G","PRODUTS DÉFECTUEUX","0","12","0","0","0","12"
"924","5978","IP200","3","PERFORMA: HUILE 2 TEMPS SYN 200ML","PRODUITS ENDOMMAGÉ","0","3","0","0","1","0"
"926","5979","MA340","16","MAXEP AEROSOL 340G","PRODUITS DÉFECTUEUX","0","16","0","0","16","0"
"927","5980","RG1T","30","GRAISSE - RG1 HIVER TUBES (425G)","PRODUITS MANQUANTS","0","30","0","0","66","0"
"928","5981","HD15W40S18.9","4","HUILE MOTEUR DIESEL SYN 15W40 18.9 L","CHANGEMENT DE BESOIN DU CLIENT","0","0","0","0","160","0"
"929","5982","MAX5W40VTTS4","12","MAX4 5W40 VTT:HUILE 4 TEMPS SYN 4L","MAUVAIS PRODUIT REÇU","12","0","0","0","99","12"
"930","5983","MA340","12","MAXEP AEROSOL 340G","MAUVAIS PRODUIT REÇU","12","0","0","0","12","12"
"931","5984","MAX10W40S1","4","MAX4 10W40: HUILE 4 TEMPS SYN 1L","BOUTEILLES QUI ONT COULÉ","0","4","0","0","8","0"
"932","5985","S1020N","1","S1000 NOIR: ANTIROUILLE HUILE 20L","PRODUIT ENDOMMAGÉ PAR LE TRANSPORTEUR","0","1","0","0","42","1"
"933","5985","HD15W40S18.9","1","HUILE MOTEUR DIESEL SYN 15W40 18.9 L","PRODUIT ENDOMMAGÉ PAR LE TRANSPORTEUR","0","1","0","0","40","1"
"934","5986","S2020A","1","S2000 AMBRE: ANTI. POLYMERIC 20L","PRODUIT ENDOMMAGÉS DANS LE TRANSPORT","0","1","0","0","42","1"
"935","5987","SYN100T","10","GRAISSE - SYN100% GR_2 (430 GR)","PRODUITS ENDOMMAGÉS DANS LE TRANSPORT","0","0","0","0","11","0"
"939","5988","MAX5W403RS1","1","MAX4 5W40 3R:HUILE 4 TEMPS SYN 1L","PRODUIT QUI A COULÉ DANS LE TRANSPORT","0","1","0","0","2","1"
"940","5988","MAX20W50S1","1","MAX4 20W50: HUILE 4 TEMPS SYN 1L","PRODUIT QUI A COULÉ DANS LE TRANSPORT","0","1","0","0","2","1"
"941","5988","IE1","4","ENDURO: HUILE 2 TEMPS SYN 1L","PRODUIT QUI A COULÉ DANS LE TRANSPORT","0","4","0","0","8","4"
"942","5989","IP400","3","PERFORMA: HUILE 2 TEMPS SYN 400ML","BOUTEILLES MAL SCELLÉES","0","3","0","0","3","0"
"943","5989","IP200","1","PERFORMA: HUILE 2 TEMPS SYN 200ML",NULL,"0","1","0","0","0","0"
"944","5990","L011-080","1","DISTRIBUTRICE ANTIROUILLE 2.5Gal (D500)","LE CLIENT NE VEUT PLUS CE PRODUIT","1","0","0","0","28","1"
"945","5991","RG1T","3","GRAISSE - RG1 HIVER TUBES (425G)","TUBES ENDOMMAGÉS","0","3","0","0","3","0"
"946","5991","RG2T","2","GRAISSE - RG2 TUBES (430G)","TUBES ENDOMMAGÉS","0","2","0","0","2","0"
"947","5992","MA340","1","MAXEP AEROSOL 340G","PRODUIT DÉFECTUEUX","0","1","0","0","1","1"
"948","5993","L011-084","1","DISTRIBUTRICE ANTIROUILLE 5 Gal. (D1000)","PRODUIT USAGÉ","1","0","0","0","70","1"
"949","5994","S2205N","1","S2000 NOIR: ANTI. POLYMERIC 205L","ERREUR LORS DE LA PRISE DE COMMANDE","0","0","0","0","420","0"
"950","5995","POMPE_TRANSFERT","1","POMPE DE TRANSFERT (PRÊT)",,"1","0","0","0","40","1"
"951","5996","EXPO_TENTE 10X10","1","TENTE 10X10",,"1","0","0","0","1","1"
"952","5996","EXPO_NAPPE NOIRE LOGO","1","NAPPE NOIRE LOGO",,"1","0","0","0","1","1"
"953","5996","EXPO_TABLE","1","TABLE PLIANTE",,"1","0","0","0","1","1"
"954","5996","EXPO_DRAPEAU","1","DRAPEAU SINTO",,"1","0","0","0","1","1"
"955","5996","EXPO_BATON DE DRAPEAU","1","BATON DE DRAPEAU",,"1","0","0","0","1","1"
"956","5996","EXPO_PIEDS DE DRAPEAU","1","PIEDS DE DRAPEAU (SEULEMENT)",,"1","0","0","0","1","1"
"957","5997","MA340","12","MAXEP AEROSOL 340G","PRODUITS NON EXPÉDIÉS","0","0","0","0","12","0"
"958","5998","MAX10W60S4","4","MAX4 10W60: HUILE 4 TEMPS SYN 4L","MAUVAIS PRODUIT REÇU","4","0","0","0","33","4"
"959","5999","POMPE_TRANSFERT","1","POMPE DE TRANSFERT (PRÊT)",,"1","0","0","0","40","1"
"960","6000","SYN100T","60","GRAISSE - SYN100% GR_2 (430 GR)","MAUVAIS CLIENT","60","0","0","0","70","60"
"961","6001","RG2T","60","GRAISSE - RG2 TUBES (430G)","MAUVAISE ADRESSE","60","0","0","0","66","60"
"962","6002","ACT70_LG","6","LINGETTE NETTOYANTE (70)",,"6","0","0","0","15","6"
"963","6003","SYN100T","10","GRAISSE - SYN100% GR_2 (430 GR)","PRDUITS ENDOMMAGÉS DANS LE TRANSPORT","0","10","0","0","0","10"
"964","6004","M5G2T","20","GRAISSE - MOLY 5% GR2 - TUBES (440G)","PRODUITS EXPÉDIÉS EN TROP","0","0","0","0","23","0"
"965","6005","IP400","1","PERFORMA: HUILE 2 TEMPS SYN 400ML","PRODUIT MAL SCELLÉ","0","1","0","0","1","1"
"966","6005","IP200","1","PERFORMA: HUILE 2 TEMPS SYN 200ML","PRODUIT MAL SCELLÉ","0","1","0","0","0","1"
"967","6005","IE1","1","ENDURO: HUILE 2 TEMPS SYN 1L","PRODUIT MAL SCELLÉ","0","1","0","0","2","1"
"968","6006","SYN10017","1","GRAISSE - SYN100% GR_2 (17KG)","SURPLUS D'INVENTAIRES","1","0","0","0","40","1"
"969","6006","IP20","1","PERFORMA: HUILE 2 TEMPS SYN 20L","SURPLUS D'INVENTAIRES","1","0","0","0","42","1"
"970","6007","L015-155","2","SMALL QUICK COUPLING POUR FUSIL ANTIR.",,"2","0","0","0","1","2"
"971","6007","L015-144","1","TIGE CAOUTC. COURBÉE 22"" SWIVEL TC22-SW",,"1","0","0","0","1","1"
"972","6007","L015-142","2","EMBOUT ROND ANTIROUILLE #28 - (PIS-KIT)",,"2","0","0","0","1","2"
"973","6007","BOUCHON","500","BOUCHONS (ANTIROUILLE-500)",,"500","0","0","0","0","500"
"974","6007","S2205A","2","S2000 AMBRE: ANTI. POLYMERIC 205L",,"2","0","0","0",NULL,"2"
"975","6008","SEVOLT20","1","ECOVOLT: ANTI. ECOLOGIQUE 20L","PRODUIT ENDOMMAGÉ DANS LE TRANSPORT","0","1","0","0","42","0"
"976","6009","SIN55S","2","GRAISSE - SIN EP2 (55KG)","ADRESSE D'EXPÉDITION ERRONÉE","0","0","0","0","260","0"
"977","6009","ST809055","4","SYNTOP: HUILE ENG SYN 80W90 55L","ADRESSE D'EXPÉDITION ERRONÉE","0","0","0","0","480","0"
"978","6010","SYN100T","10","GRAISSE - SYN100% GR_2 (430 GR)","PRODUITS ENDOMMAGÉS","0","10","0","0","11","0"
"981","6011","S3020N","2","S3000 NOIR: ANTI. HUILE ET CIRE 20L",,"0","0","0","0","84","0"
"982","6012","HT2T","30","GRAISSE - HT2 TUBES (430GR)","PRODUITS MANQUANTS","0","0","0","0","33","0"
"983","6012","RGP2T","30","GRAISSE - PREMIUM GR_2 TUBES (430G)","PRODUITS EN SURPLUS","0","0","0","0","33","0"
"984","6013","EXPO_TENTE 10X10","1","TENTE 10X10",,"1","0","0","0","1","1"
"985","6013","EXPO_DRAPEAU","2","DRAPEAU SINTO",,"2","0","0","0","2","2"
"986","6013","EXPO_PIEDS DE DRAPEAU","2","PIEDS DE DRAPEAU (SEULEMENT)",,"2","0","0","0","2","2"
"987","6013","EXPO_BATON DE DRAPEAU","2","BATON DE DRAPEAU",,"2","0","0","0","2","2"
"988","6014","SYN100T","10","GRAISSE - SYN100% GR_2 (430 GR)","ENDOMMAGÉ DANS LE TRANSPORT","0","10","0","0","11","0"
"989","6015","L080-729","1","BOYAU DOUBLE 25 PIEDS (D1000)","LE CLIENT NE VEUT PLUS LE PRODUIT","1","0","0","0","5","1"
"990","6016","POMPE_TRANSFERT","1","POMPE DE TRANSFERT (PRÊT)",,"1","0","0","0","40","1"
"991","6017","HD15W40S4","8","HUILE MOTEUR DIESEL SYN 15W40 - 4L","MAUVAIS PRODUITS REÇUS","8","0","0","0","66","8"
"992","6018","HD5W40S4","6","HUILE MOTEUR DIESEL SYN 5W40 - 4L","SURPLUS D'INVENTAIRE","6","0","0","0","49","6"
"993","6018","HD15W40S4","5","HUILE MOTEUR DIESEL SYN 15W40 - 4L","SURPLUS D'INVENTAIRE","5","0","0","0","41","5"
"994","6019","GB7514018.9","1","GEARBOX XT: HUILE ENGR. SYN 75W140 18.9L","ERREUR DE PRODUIT","1","0","0","0","42","1"
"995","6020","EXPO_TENTE 10X20","1","TENTE 10X20",,"1","0","0","0","1","1"
"996","6021","POMPE_TRANSFERT","1","POMPE DE TRANSFERT (PRÊT)",,"1","0","0","0","40","1"
"997","6022","MOLY20","1","MOLY LIQUIDE 20L",,"1","0","0","0","1","1"
"998","6022","TH18.9","1","HUILE TRANSHYDRAULIQUE  - 18.9L",,"1","0","0","0",NULL,"1"
"999","6023","PSDIV910","40","PROMO: LUNETTE DE SOLEIL SINTO","PRODUITS NON EXPÉDIÉS","0","0","0","0","40","0"
"1000","6024","PPDEP518","3","BROCHURE CORPORATIF FRANCAIS","PRODUIT NON REÇU","0","0","0","0","0","0"
"1001","6024","PVCHA200_S","1","CHANDAIL: COTON OUATE CAPUCHON_SMALL","PRODUIT NON REÇU","0","0","0","0","0","0"
"1002","6024","PVCAS205","11","CASQUETTE: ARMÉE CAMO","PRODUIT NON REÇU","0","0","0","0","0","0"
"1003","6024","PVCAS202","11","CASQUETTE NOIRE","PRODUIT NON REÇU","0","0","0","0","0","0"
"1004","6025","HD15W40S18.9","1","HUILE MOTEUR DIESEL SYN 15W40 18.9 L","PRODUIT PERDU PAR LE TRANSPORTEUR","0","1","0","0","40","0"
"1005","6026","MAX5W40VTTS1","4","MAX4 5W40 VTT:HUILE 4 TEMPS SYN 1L","PRODUITS ENDOMMAGÉS DANS LA TRANSPORT","0","4","0","0","8","0"
"1006","6027","HD15W40S18.9","1","HUILE MOTEUR DIESEL SYN 15W40 18.9 L","ERREUR DE PRODUIT","1","0","0","0","40","1"
"1007","6028","PVDRY202_XXL","2","TSHIRT: DRY FIT FEMME_XX LARGE","ERREUR DE PRODUIT","0","2","0","0","0","0"
"1008","6029","MAX20W50S1","24","MAX4 20W50: HUILE 4 TEMPS SYN 1L","ERREUR DE PRODUIT","24","0","0","0","54","24"
"1009","6030","VPS","1","VENTES DE PRODUITS (DIVERS)",,"1","0","0.1","0","0","1"
"1010","6031","SBOL_205","1","ANTIROUILLE BOLDUC 205L","PROBLÈME DE QUALITÉ","1","0","0","0","420","1"
"1011","6032","BC390","12","BRAKE CLEANER 390G","PRODUITS DÉFECTUEUX ","0","12","0","0","15","0"
"1012","6033","HT255","27","GRAISSE - HT2 (55KG)","ERREUR DE FORMAT","27","0","0.05","0","3900","27"
"1013","6034","EXPO_TENTE 10X10","1","TENTE 10X10",,"1","0","0","0","1","1"
"1014","6035","MEP2T","10","GRAISSE - MOLY II TUBES (440G)","PRODUITS ENDOMMAGÉS DANS LE TRANSPORT","0","10","0","0","11","0"
"1015","6036","BC390","12","BRAKE CLEANER 390G","PROUDUITS DÉFECTUEUX","0","12","0","0","15","0"
