"product_id","code_retour","code_produit","quantite","descr_produit","description_retour","qte_inventaire","qte_detruite","taux_restock","poids","poids_produits","quantite_recue"
"1802","6646","IP4","1","PERFORMA: HUILE 2 TEMPS SYN 4L",,"0","1","0","0","8","0"
"1803","6647","CE1","2","CETANE 1L","Produits endommagés","0","2","0","0","4","2"
"1804","6648","TH205","1","HUILE TRANSHYDRAULIQUE - 205L","Erreur de format","1","0","0","0","420","1"
"1805","6649","IP1","12","PERFORMA: HUILE 2 TEMPS SYN 1L","Produits endommagés","0","12","0","0","24","12"
"1806","6650","TOP5T","1","Graisse Top 5 EP 2 Tacky Tube 400g *5624646*",,"1","0","0","0","2","1"
"1807","6651","POMPE_TRANSFERT","1","POMPE DE TRANSFERT (PRÊT)",,"1","0","0","0","40","1"
"1808","6652","MA500","6","MAXEP 500ML","PRODUITS ENDOMMAGÉS","0","5","0","0","7","5"
"1809","6650","DIA200T","1","GRAISSE INDUST. SYNTHETIQUE PAO DIAMOND 200(400G)",NULL,"1","0","0","0",NULL,"1"
"1810","6650","MAX5W50S1","1","MAX4 5W50: HUILE 4 TEMPS SYN 1L",NULL,"1","0","0","0",NULL,"1"
"1811","6650","MAX10W60S1","1","MAX4 10W60: HUILE 4 TEMPS SYN 1L",NULL,"1","0","0","0",NULL,"1"
"1812","6650","SYN100T","1","GRAISSE - SYN100% GR_2 (430 GR)",NULL,"1","0","0","0",NULL,"1"
"1813","6650","RGP2T","1","GRAISSE - PREMIUM GR_2 TUBES (430G)",NULL,"1","0","0","0",NULL,"1"
"1814","6650","GB75901","1","GEARBOX XT: HUILE ENGR. SYN 75W90 1L",NULL,"1","0","0","0",NULL,"1"
"1815","6650","GB751401","1","GEARBOX XT: HUILE ENGR. SYN 75W140 1L",NULL,"1","0","0","0",NULL,"1"
"1816","6650","ST80901","1","SYNTOP: HUILE ENGRENAGE SYN 80W90 1L",NULL,"1","0","0","0",NULL,"1"
"1817","6650","HD5W30S4","1","HUILE MOTEUR DIESEL SYN 5W30 - 4L",NULL,"1","0","0","0",NULL,"1"
"1818","6650","HD15W40S4","1","HUILE MOTEUR DIESEL SYN 15W40 - 4L",NULL,"1","0","0","0",NULL,"1"
"1819","6650","MAX10W40M1","1","MAX4 10W40: HUILE 4 TEMPS MIN 1L",NULL,"1","0","0","0",NULL,"1"
"1820","6650","MAX10W40S1","1","MAX4 10W40: HUILE 4 TEMPS SYN 1L",NULL,"1","0","0","0",NULL,"1"
"1821","6650","IP1","1","PERFORMA: HUILE 2 TEMPS SYN 1L",NULL,"1","0","0","0",NULL,"1"
"1822","6653","IP20","1","PERFORMA: HUILE 2 TEMPS SYN 20L","Mauvaise adresse","0","0","0","0","42","0"
"1823","6654","RG2T","150","GRAISSE - RG2 TUBES (430G)","MAUVAIS PRODUITS","0","0","0","0","165","0"
"1824","6655","RG1T","30","GRAISSE - RG1 HIVER TUBES (425G)","Produits endommagés","0","27","0","0","33","0"
"1825","6656","DG1020","1","DG10: DEGRAISSEUR INDUSTRIEL 20L","MAUVAISE ADRESSE","0","1","0","0","38","0"
"1826","6657","S3500T","10","Graisse S-350 EP 0 Tube 400g *5622640*","Erreur de produit","10","0","0","0","11","10"
"1827","6658","NTXD1","24","NTX DIESEL 1 LITRE","BOUTEILLES ENDOMMAGÉES","0","24","0","0","49","24"
"1828","6659","MAX5W40VTTS1","1","MAX4 5W40 VTT:HUILE 4 TEMPS SYN 1L","Bouteille mal scellée","0","1","0","0","2","0"
"1829","6660","CE1","36","CETANE 1L","Mauvaise adresse ","0","36","0","0","74","0"
"1830","6661","POMPE_TRANSFERT","1","POMPE DE TRANSFERT (PRÊT)",,"1","0","0","0","40","1"
"1832","6662","MTAK400","13","MOLYTAK AEROSOL 400G","Produits défectueux ","0","13","0","0","16","13"
"1833","6662","S250117","3","GRAISSE - SIN 250 GR_1 (17KG)","Erreur de produit","3","0","0","0",NULL,"3"
"1834","6663","IP4","3","PERFORMA: HUILE 2 TEMPS SYN 4L","PRODUITS ENDOMMAGÉS","0","3","0","0","24","0"
"1835","6664","MTAK400","1","MOLYTAK AEROSOL 400G","Produit défectueux","0","1","0","0","1","0"
"1836","6665","RG1T","2","GRAISSE - RG1 HIVER TUBES (425G)","Produit endommagé","0","2","0","0","2","0"
"1837","6666","MOLY425","12","MOLY+ AEROSOL 425G","Erreur de produit","12","0","0","0","15","12"
"1838","6667","POMPE_TRANSFERT","1","POMPE DE TRANSFERT (PRÊT)",,"1","0","0","0","40","1"
"1839","6668","RD17","35","GRAISSE - ROD DEFENDER XP (17Kg)",,"35","0","0","0","1400","35"
"1840","6669","M5G217","1","GRAISSE - MOLY 5% GR2 - (17KG)","Erreur de produit","1","0","0","0","40","1"
"1841","6670","MA500","10","MAXEP 500ML","BRIS DE TRANSPORT","0","10","0","0","11","10"
"1842","6671","RG2T","750","GRAISSE - RG2 TUBES (430G)","Erreur de produit","750","0","0","0","825","750"
"1843","6672","SINT","60","GRAISSE - SIN EP2 TUBES (440G)","Erreur de produit","0","0","0","0","66","0"
"1844","6673","TT1","36","TOTAL Treatment 1L","Erreur de produit","36","0","0","0","69","36"
"1845","6674","M5G155","4","GRAISSE - MOLY 5% GR1 - (55KG)",,"0","0","0","0","520","0"
"1846","6674","DG10400","24","DG10: DEGRAISSEUR INDUSTRIEL 400G",,"0","0","0","0","30","0"
"1847","6675","IP400","1","PERFORMA 400 ML – HUILE SYNTHÉTIQUE 2 TEMPS","Bouteille qui coule","0","1","0","0","1","1"
"1848","6676","IP200","1","PERFORMA: HUILE 2 TEMPS SYN 200ML","Bouteille coule","0","1","0","0","0","1"
"1849","6677","RG2T","16","GRAISSE - RG2 TUBES (430G)",,"8","8","0","0","17","16"
"1851","6678","MGSH205","1","HUILE HYDRAULIQUE MULTIGRADE SH - 205L","Produit non-commandé mais recu","1","0","0","0","420","1"
"1852","6679","IP20","8","PERFORMA: HUILE 2 TEMPS SYN 20L","Expédier mauvais produit","8","0","0","0","336","8"
"1853","6680","CE20","1","CETANE 20L","Produit manquant","0","0","0","0","42","0"
"1854","6681","GB759055","1","GEARBOX XT: HUILE ENGR. SYN 75W90 55L","Oublie d'envoyé  le produit","0","0","0","0","120","0"
